Orthogroup	AdirusWRAIR2	Aalbopictus_AalbF5
OG0002570	ADIR014286	LOC109414126
OG0002571	ADIR000931	LOC109427367
OG0002572	ADIR009704	LOC109427505
OG0002573	ADIR010344	LOC109414166
OG0002574	ADIR002277	LOC109403412
OG0002575	ADIR000273	LOC109403501, LOC134285707
OG0002576	ADIR002276	LOC109426385
OG0002577	ADIR007126	LOC109423327
OG0002578	ADIR009928	LOC109423975
OG0002579	ADIR006411	LOC134289836, LOC109418388
OG0002580	ADIR010504	LOC109405655
OG0002581	ADIR004133	LOC109405633
OG0002582	ADIR003594	LOC109408095, LOC109405124
OG0002583	ADIR010505	LOC109405653
OG0002584	ADIR008371	LOC109398814
OG0002585	ADIR008373	LOC109398867
OG0002586	ADIR001599	LOC109415154, LOC109401032
OG0002587	ADIR000533	LOC109623330
OG0002588	ADIR001826	LOC109426896
OG0002589	ADIR001825	LOC134284181
OG0002590	ADIR000532	LOC109426914, LOC115262691
OG0002591	ADIR016026	LOC115259608, LOC109416956
OG0002592	ADIR005362	LOC109402364
OG0002593	ADIR010952	LOC115259066, LOC109433120
OG0002594	ADIR005318	LOC109415651
OG0002595	ADIR006351	LOC109421544, LOC134288911
OG0002596	ADIR010156	LOC109404488, LOC115261477
OG0002597	ADIR010155	LOC109404485, LOC109406304
OG0002598	ADIR005563	LOC115261515, LOC109406330
OG0002599	ADIR015998	LOC115255186
OG0002600	ADIR015999	LOC115255198
OG0002601	ADIR004743	LOC109404843
OG0002602	ADIR007469	LOC109406408
OG0002603	ADIR005531	LOC109414745
OG0002604	ADIR006342	LOC109409145, LOC109421538
OG0002605	ADIR011463	LOC109421533
OG0002606	ADIR011462	LOC109421532
OG0002607	ADIR005156	LOC109622812, LOC115258686
OG0002608	ADIR003102	LOC109416620
OG0002609	ADIR004475	LOC109432823
OG0002610	ADIR003118	LOC109432824
OG0002611	ADIR009239	LOC115263106
OG0002612	ADIR008609	LOC115266598
OG0002613	ADIR004408	LOC109408281
OG0002614	ADIR004542	LOC109400374, LOC109432401
OG0002615	ADIR004544	LOC109400366, LOC115269287
OG0002616	ADIR004541	LOC109400373, LOC109432405
OG0002617	ADIR004543	LOC109432402, LOC109400372
OG0002618	ADIR004093, ADIR004092	LOC115266307
OG0002619	ADIR004090	LOC109622266
OG0002620	ADIR004088	LOC109414459
OG0002621	ADIR010063, ADIR010052, ADIR008448	LOC109421127
OG0002623	ADIR005455	LOC109400501, LOC134285588
OG0002624	ADIR008511	LOC109417729
OG0002625	ADIR004563	LOC109417783
OG0002626	ADIR010631	LOC109430374
OG0002627	ADIR008068, ADIR008069	LOC109411125
OG0002628	ADIR008070	LOC115266582
OG0002629	ADIR000679	LOC109407257
OG0002630	ADIR000681	LOC115254012
OG0002631	ADIR004898	LOC115258536, LOC134283945
OG0002632	ADIR004715	LOC115258892, LOC109410208
OG0002633	ADIR004718	LOC109410215
OG0002634	ADIR004717	LOC109417528
OG0002635	ADIR002593	LOC109417255
OG0002636	ADIR003637	LOC109403665
OG0002637	ADIR003275	LOC109430294
OG0002638	ADIR000913	LOC109411589
OG0002639	ADIR001024	LOC109411591
OG0002640	ADIR009342	LOC134287987, LOC109622877
OG0002641	ADIR009334, ADIR009335	LOC109622886
OG0002642	ADIR009338	LOC115258143, LOC109622884
OG0002643	ADIR009339	LOC115258207, LOC109622885
OG0002644	ADIR006025	LOC134288820, LOC109404604
OG0002645	ADIR006021	LOC109411702, LOC134283907
OG0002646	ADIR006015	LOC109411711, LOC134288818
OG0002647	ADIR006024	LOC134288821, LOC109411696
OG0002648	ADIR006022	LOC109411701, LOC134287354
OG0002649	ADIR001738	LOC109403439, LOC134292070
OG0002650	ADIR009454	LOC109399959
OG0002651	ADIR001003	LOC115256583, LOC109422035
OG0002652	ADIR004353	LOC109408897
OG0002653	ADIR006662	LOC109430050, LOC109416375
OG0002654	ADIR002556	LOC109422682
OG0002655	ADIR006378	LOC109422535, LOC109422674
OG0002656	ADIR004527	LOC109401135, LOC109422670
OG0002657	ADIR006155	LOC109430962, LOC109433386
OG0002658	ADIR009720	LOC109433057, LOC115253917
OG0002659	ADIR005787	LOC109416093
OG0002660	ADIR001425	LOC115254121, LOC134289094
OG0002661	ADIR005924	LOC109429882
OG0002662	ADIR000269	LOC109433505
OG0002663	ADIR000008	LOC109410649
OG0002664	ADIR000469	LOC109410630
OG0002665	ADIR005692	LOC109411747
OG0002666	ADIR005966	LOC109411839
OG0002667	ADIR007312	LOC109429026
OG0002668	ADIR007291	LOC109429027
OG0002669	ADIR007292	LOC109399253
OG0002670	ADIR003468	LOC134285749, LOC109423578
OG0002671	ADIR007296	LOC109399232
OG0002672	ADIR007295	LOC109399229
OG0002673	ADIR003935	LOC109421984
OG0002674	ADIR001508	LOC134285026, LOC115253977
OG0002675	ADIR001253	LOC109427501
OG0002676	ADIR005480	LOC109408454
OG0002677	ADIR002476	LOC115261842, LOC134283988
OG0002678	ADIR000820	LOC115255722
OG0002679	ADIR010068	LOC134284525, LOC134287529
OG0002680	ADIR006643	LOC109423421
OG0002681	ADIR002082	LOC109427042
OG0002682	ADIR003045	LOC109426325
OG0002683	ADIR003048	LOC109426327
OG0002684	ADIR003044	LOC109407197
OG0002685	ADIR003059	LOC109405848
OG0002686	ADIR006882	LOC109409748
OG0002687	ADIR008233	LOC109409734
OG0002688	ADIR003074	LOC115253927
OG0002689	ADIR001795	LOC134292139, LOC109402347
OG0002690	ADIR000797	LOC109433646, LOC109433642
OG0002691	ADIR004627	LOC115269543
OG0002692	ADIR009390	LOC109420029
OG0002693	ADIR004028	LOC115254285, LOC109433111
OG0002694	ADIR000600	LOC109407308
OG0002695	ADIR000869	LOC109402075, LOC109427373
OG0002696	ADIR016044	LOC109418026
OG0002697	ADIR010580	LOC109427333
OG0002698	ADIR010573	LOC109419260
OG0002699	ADIR000043	LOC109420153
OG0002700	ADIR001465	LOC115260154
OG0002701	ADIR006894	LOC109400612
OG0002702	ADIR001314	LOC109409483
OG0002703	ADIR002942	LOC109397238
OG0002704	ADIR002941	LOC109397252
OG0002705	ADIR009040	LOC109429542, LOC109430742
OG0002706	ADIR009004	LOC109405301, LOC134287693
OG0002707	ADIR006684	LOC109397253
OG0002708	ADIR002053	LOC134283999, LOC109427482
OG0002709	ADIR000817	LOC109427519
OG0002710	ADIR006574	LOC109427521
OG0002712	ADIR006221	LOC109433587
OG0002713	ADIR003849	LOC109417954
OG0002714	ADIR007918	LOC134288469, LOC109417959
OG0002715	ADIR008742, ADIR008741	LOC134284008, LOC109426849
OG0002716	ADIR007917	LOC134288472, LOC109426847
OG0002717	ADIR011521	LOC109424158
OG0002718	ADIR004221	LOC109430833, LOC109424157
OG0002719	ADIR000771, ADIR001983	LOC109431288
OG0002720	ADIR002362	LOC109431310
OG0002721	ADIR004470	LOC109401442
OG0002722	ADIR011254	LOC115255464, LOC109419959
OG0002723	ADIR005189	LOC115266368
OG0002724	ADIR007786, ADIR005690	LOC109406055
OG0002725	ADIR003203	LOC109425601
OG0002726	ADIR004067	LOC109429088
OG0002727	ADIR006697	LOC109423216, LOC109397292
OG0002728	ADIR009442	LOC115268227, LOC109414912
OG0002729	ADIR009438	LOC109428913, LOC134291731
OG0002730	ADIR009443	LOC115267715, LOC115254630
OG0002731	ADIR009437	LOC109428999, LOC134291723
OG0002732	ADIR001616	LOC109423873
OG0002733	ADIR010554	LOC109419381
OG0002734	ADIR008389	LOC109418435, LOC115270953
OG0002735	ADIR008390	LOC109426161, LOC115263613
OG0002737	ADIR010978	LOC109427905
OG0002738	ADIR010987	LOC109427898, LOC115263987
OG0002739	ADIR009150	LOC109418757, LOC134292263
OG0002740	ADIR001865	LOC109406504
OG0002741	ADIR001860	LOC109406496
OG0002742	ADIR009172	LOC134289600, LOC109432273
OG0002743	ADIR002056	LOC109397120, LOC134284675
OG0002744	ADIR001326	LOC115253526, LOC109427430
OG0002745	ADIR006576	LOC109427424, LOC109410145
OG0002746	ADIR003540	LOC109427418, LOC109410138
OG0002747	ADIR001044	LOC109410141, LOC115256388
OG0002748	ADIR008908	LOC109404983
OG0002749	ADIR008207	LOC109411462
OG0002750	ADIR003417, ADIR003418	LOC109432412
OG0002751	ADIR006611	LOC109622983
OG0002752	ADIR006609	LOC115254039, LOC109398996
OG0002753	ADIR004773	LOC115258629
OG0002754	ADIR002495	LOC115260562
OG0002755	ADIR001047, ADIR006840	LOC109422989
OG0002756	ADIR006869	LOC109417874
OG0002757	ADIR006866	LOC134288486, LOC109426828
OG0002758	ADIR006881	LOC115254188
OG0002759	ADIR006885	LOC109398026
OG0002760	ADIR006884	LOC115267621
OG0002761	ADIR007695	LOC109431602, LOC109398048
OG0002762	ADIR010940	LOC115261809
OG0002763	ADIR010935	LOC109433065
OG0002764	ADIR008046	LOC109416703
OG0002765	ADIR001684	LOC115268944
OG0002766	ADIR001752	LOC109416515
OG0002767	ADIR007048	LOC109622535
OG0002768	ADIR007053	LOC109621276
OG0002769	ADIR007051	LOC109409346
OG0002770	ADIR016201	LOC109410076
OG0002771	ADIR004422	LOC109415407
OG0002772	ADIR006650	LOC109430221
OG0002773	ADIR009705	LOC109427548
OG0002774	ADIR004469, ADIR006749	LOC109404810
OG0002775	ADIR004113	LOC109623259, LOC134291503
OG0002776	ADIR003088	LOC115258087
OG0002777	ADIR002679	LOC109621532
OG0002778	ADIR002360	LOC109409849, LOC109397143
OG0002779	ADIR000461	LOC109410731
OG0002780	ADIR016119, ADIR016120	LOC109410619
OG0002781	ADIR006329	LOC109424484
OG0002782	ADIR003790	LOC109405156
OG0002783	ADIR001025	LOC109401911, LOC134284970
OG0002784	ADIR001453	LOC115254007
OG0002785	ADIR002119	LOC109399117
OG0002786	ADIR011309	LOC109432750
OG0002787	ADIR005618	LOC109399098
OG0002788	ADIR009778	LOC134284889, LOC134284890
OG0002789	ADIR009125	LOC109397776
OG0002790	ADIR005401	LOC109621642
OG0002791	ADIR003875, ADIR003877	LOC109398017
OG0002792	ADIR002639	LOC109415966
OG0002793	ADIR004576	LOC115259620
OG0002794	ADIR001035	LOC109401859, LOC109414695
OG0002795	ADIR009662	LOC109415955, LOC134290774
OG0002796	ADIR002232	LOC109424457
OG0002797	ADIR008304	LOC115267038
OG0002798	ADIR005875	LOC109425354
OG0002799	ADIR011641, ADIR011640	LOC109622458
OG0002800	ADIR008800	LOC109420214, LOC109410042
OG0002801	ADIR008798	LOC109420211, LOC109409981
OG0002802	ADIR009736	LOC109398509
OG0002803	ADIR001358	LOC109422123
OG0002805	ADIR009267	LOC109406732
OG0002806	ADIR011721	LOC109411942
OG0002807	ADIR004070	LOC109406734
OG0002808	ADIR010033	LOC109418223
OG0002809	ADIR010035	LOC109427984
OG0002810	ADIR010034	LOC109418222
OG0002811	ADIR007876	LOC109431670
OG0002812	ADIR007875	LOC109430859
OG0002813	ADIR001356	LOC109415314
OG0002814	ADIR006439	LOC109622056, LOC134284254
OG0002815	ADIR003145	LOC109405048
OG0002816	ADIR006440	LOC109621300
OG0002817	ADIR002897	LOC109399954
OG0002818	ADIR008265	LOC109399955
OG0002819	ADIR008305	LOC109399937
OG0002820	ADIR006714	LOC109405206
OG0002821	ADIR004789	LOC109419782
OG0002822	ADIR002703	LOC109399794
OG0002823	ADIR004287	LOC109417815, LOC134288499
OG0002824	ADIR006669	LOC109400082, LOC109621625
OG0002825	ADIR002604	LOC134283994, LOC109400079
OG0002826	ADIR002926	LOC109400102, LOC109621585
OG0002827	ADIR005799	LOC109621633
OG0002828	ADIR007760	LOC109413837, LOC109407943
OG0002829	ADIR002404	LOC109622746
OG0002830	ADIR002405	LOC109419559
OG0002831	ADIR002395	LOC115269232
OG0002832	ADIR008990	LOC109425462
OG0002833	ADIR003065	LOC109421733
OG0002834	ADIR003067	LOC109425452
OG0002835	ADIR014824	LOC109428789
OG0002836	ADIR001740	LOC109428785
OG0002837	ADIR001741	LOC109428779
OG0002838	ADIR007290	LOC109429046
OG0002839	ADIR000719	LOC109401376, LOC109432900
OG0002840	ADIR000716	LOC109432889
OG0002841	ADIR010011	LOC134284072, LOC109431885
OG0002842	ADIR010012	LOC134290029, LOC109422738
OG0002843	ADIR010013	LOC109422734
OG0002844	ADIR010015	LOC109422735
OG0002845	ADIR009238	LOC115263279
OG0002846	ADIR006751	LOC109406612
OG0002847	ADIR008937	LOC109402790
OG0002848	ADIR004046	LOC115259134
OG0002849	ADIR002308	LOC109425780
OG0002850	ADIR002306	LOC109407520
OG0002851	ADIR006879	LOC109408676
OG0002852	ADIR007845	LOC109408672
OG0002853	ADIR006880	LOC115270351
OG0002854	ADIR005416	LOC109416369
OG0002855	ADIR002975	LOC109430041
OG0002856	ADIR009047	LOC109416376, LOC109430005
OG0002857	ADIR009088	LOC109416360, LOC115254184
OG0002858	ADIR010688	LOC109413690
OG0002859	ADIR010689	LOC109413778
OG0002860	ADIR006647	LOC109429722
OG0002861	ADIR008335	LOC109423642, LOC109398576
OG0002862	ADIR006115	LOC109429655, LOC115262110
OG0002863	ADIR008673	LOC134288506, LOC109426687
OG0002864	ADIR006549	LOC109397066, LOC134285650
OG0002866	ADIR011397	LOC109622838
OG0002867	ADIR011330	LOC115255129, LOC115255131
OG0002868	ADIR000986	LOC109398902
OG0002869	ADIR001352	LOC109398742, LOC134284926
OG0002870	ADIR006872	LOC109408016
OG0002871	ADIR008610	LOC109406901
OG0002872	ADIR002953	LOC109414761, LOC115267376
OG0002873	ADIR005125	LOC115254028
OG0002874	ADIR003974	LOC109420799
OG0002875	ADIR003564	LOC109399514
OG0002876	ADIR004229	LOC109399473
OG0002877	ADIR002100	LOC109404280, LOC109621264
OG0002878	ADIR003402	LOC109398451
OG0002879	ADIR007540, ADIR006263	LOC109423883
OG0002880	ADIR011485	LOC109409291
OG0002881	ADIR011478	LOC115258593
OG0002882	ADIR002973	LOC109432157
OG0002883	ADIR005333	LOC109410419
OG0002884	ADIR002630	LOC109401476
OG0002885	ADIR000473	LOC109408779
OG0002886	ADIR002869	LOC134287269, LOC109399863
OG0002887	ADIR006938	LOC134283971, LOC109403649
OG0002888	ADIR000153	LOC109408335, LOC115268315
OG0002889	ADIR000125	LOC109408341
OG0002890	ADIR002569	LOC109415061, LOC109403284
OG0002891	ADIR002573	LOC109403285, LOC109415064
OG0002892	ADIR002570	LOC115261336, LOC109415063
OG0002893	ADIR002572	LOC109415065, LOC109403286
OG0002894	ADIR010974, ADIR009234	LOC109416753
OG0002895	ADIR007359	LOC109407459
OG0002896	ADIR010162	LOC109406316
OG0002897	ADIR007009, ADIR001716	LOC109419688
OG0002898	ADIR007006	LOC134288594
OG0002899	ADIR009436	LOC109411306
OG0002900	ADIR011561	LOC115269766, LOC109401269
OG0002901	ADIR003978	LOC109622030, LOC109622003
OG0002902	ADIR003982	LOC134287905
OG0002903	ADIR003977	LOC109420723
OG0002904	ADIR000776	LOC109404738
OG0002905	ADIR009298	LOC109421517
OG0002906	ADIR009302	LOC109421564
OG0002907	ADIR011537	LOC134288031
OG0002908	ADIR002635	LOC109415971
OG0002909	ADIR009877	LOC109415977
OG0002910	ADIR005325	LOC109419222
OG0002911	ADIR007749	LOC109408788
OG0002912	ADIR003093	LOC109404981
OG0002913	ADIR009873	LOC109410438
OG0002914	ADIR003726	LOC109422472
OG0002915	ADIR005733	LOC115259341, LOC115259353
OG0002916	ADIR006746	LOC134285541, LOC109412718
OG0002917	ADIR015778	LOC109408300
OG0002918	ADIR004108	LOC109414994
OG0002919	ADIR001129	LOC115256333
OG0002920	ADIR004449	LOC109425246
OG0002921	ADIR010864	LOC134284825
OG0002922	ADIR001048	LOC109425484, LOC109412265
OG0002923	ADIR006813	LOC109433136
OG0002924	ADIR006037	LOC109430752, LOC109405395
OG0002925	ADIR005211	LOC109431068
OG0002926	ADIR001815	LOC109422398
OG0002927	ADIR000492	LOC109428879
OG0002928	ADIR000491	LOC109428878
OG0002929	ADIR001561	LOC109621280
OG0002930	ADIR015983	LOC109424016
OG0002931	ADIR003025	LOC115266038
OG0002932	ADIR011283	LOC109428798
OG0002933	ADIR008217	LOC109409726
OG0002934	ADIR005845	LOC109401017
OG0002935	ADIR008502	LOC109401002, LOC109429323
OG0002936	ADIR009654	LOC134291418, LOC109418513
OG0002937	ADIR004141	LOC109399407
OG0002938	ADIR004145	LOC109399403
OG0002939	ADIR003669	LOC109423080
OG0002941	ADIR003219	LOC109411288
OG0002942	ADIR007071	LOC109423303
OG0002943	ADIR008728	LOC109426157, LOC115267614
OG0002944	ADIR009749	LOC115267435
OG0002945	ADIR000396	LOC109418503
OG0002946	ADIR009149	LOC109413068
OG0002947	ADIR000458	LOC134289743, LOC109426404
OG0002948	ADIR008310	LOC109432061
OG0002949	ADIR009110	LOC109401252, LOC109413593
OG0002950	ADIR005745	LOC109413595, LOC115262728
OG0002951	ADIR008312	LOC109432065
OG0002952	ADIR006569	LOC109412185
OG0002953	ADIR001127	LOC109412183
OG0002954	ADIR001388	LOC109431645
OG0002955	ADIR001667	LOC109398105
OG0002956	ADIR002728	LOC109414181
OG0002958	ADIR000275, ADIR000277	LOC109433101
OG0002959	ADIR001724	LOC109408799
OG0002960	ADIR002338	LOC109432693
OG0002961	ADIR004342	LOC109431303
OG0002962	ADIR004237	LOC109412519
OG0002963	ADIR004234	LOC109412526
OG0002964	ADIR010783	LOC134284688
OG0002965	ADIR006098	LOC109623404
OG0002966	ADIR001944	LOC109399662
OG0002967	ADIR001949	LOC109418822, LOC109418943
OG0002968	ADIR005491	LOC109415718
OG0002969	ADIR009226	LOC109420811
OG0002970	ADIR005874	LOC109399837
OG0002971	ADIR006655	LOC115269309
OG0002972	ADIR004625	LOC109432939
OG0002973	ADIR006132	LOC109404813
OG0002974	ADIR000390	LOC109623256
OG0002975	ADIR000388	LOC109623254
OG0002976	ADIR001560	LOC134284664
OG0002977	ADIR015517	LOC109414138
OG0002978	ADIR001250	LOC109431484
OG0002979	ADIR001152	LOC109431436
OG0002980	ADIR008989	LOC109410413
OG0002981	ADIR008988	LOC109405853
OG0002983	ADIR004512	LOC109421921
OG0002984	ADIR003294	LOC109412837
OG0002985	ADIR008041	LOC109408005
OG0002986	ADIR001577	LOC109430822
OG0002987	ADIR001576	LOC109430819
OG0002988	ADIR009059	LOC109402444
OG0002989	ADIR001427	LOC115253706
OG0002990	ADIR003550	LOC109405990
OG0002991	ADIR004778	LOC109414018, LOC115264998
OG0002992	ADIR003920	LOC115256515
OG0002993	ADIR008634, ADIR008635	LOC115266573
OG0002994	ADIR002345	LOC109418833
OG0002995	ADIR003715	LOC109402588
OG0002996	ADIR004869	LOC109398724, LOC134285945
OG0002997	ADIR004868	LOC134285944, LOC109398728
OG0002998	ADIR003945	LOC109422161, LOC109428453
OG0002999	ADIR008536	LOC109419905
OG0003000	ADIR010376	LOC109402443
OG0003001	ADIR002978	LOC109423544
OG0003002	ADIR010375	LOC109423536
OG0003003	ADIR002979	LOC109423542
OG0003004	ADIR006497	LOC109412145
OG0003005	ADIR016205, ADIR016206	LOC109418883
OG0003006	ADIR008152	LOC109412628, LOC115254160
OG0003007	ADIR009738	LOC109398506
OG0003008	ADIR007081	LOC109409150
OG0003009	ADIR010117	LOC109431812
OG0003010	ADIR010116	LOC115254122
OG0003011	ADIR002553, ADIR002554	LOC109422687
OG0003012	ADIR003910	LOC109399475
OG0003013	ADIR000850	LOC134285051
OG0003014	ADIR002712	LOC134291878, LOC134291442
OG0003015	ADIR002881	LOC134291841, LOC109396999
OG0003016	ADIR002882	LOC115259492, LOC109396991
OG0003017	ADIR009167	LOC134291804, LOC109397146
OG0003018	ADIR007146	LOC134291394, LOC109418632
OG0003019	ADIR010120	LOC109419150
OG0003020	ADIR008542	LOC109420720, LOC115255144
OG0003021	ADIR009426	LOC115258034
OG0003022	ADIR005458	LOC109399928
OG0003023	ADIR005158	LOC109419097, LOC109409327
OG0003024	ADIR008051	LOC109399413
OG0003025	ADIR009332, ADIR009331	LOC109401076
OG0003026	ADIR002257	LOC109424687
OG0003027	ADIR002283	LOC134291632, LOC109424710
OG0003029	ADIR004006	LOC109420086
OG0003030	ADIR004391	LOC109426376
OG0003031	ADIR007371	LOC109412540, LOC109420844
OG0003032	ADIR004981	LOC109420547
OG0003033	ADIR008953	LOC109418409, LOC109426125
OG0003034	ADIR006417	LOC109414569
OG0003035	ADIR001899	LOC109418555
OG0003036	ADIR014173	LOC109413116
OG0003037	ADIR007735	LOC109426789
OG0003038	ADIR007734	LOC109417825, LOC134288493
OG0003039	ADIR003451	LOC109412857, LOC134288997
OG0003040	ADIR010721	LOC115270335, LOC134284237, LOC109426190
OG0003041	ADIR004399	LOC109400258, LOC115266514
OG0003043	ADIR011346	LOC109428235
OG0003044	ADIR011349	LOC115266377
OG0003045	ADIR001685	LOC109430922
OG0003046	ADIR006570	LOC115253559
OG0003047	ADIR003738	LOC109399520
OG0003048	ADIR011315	LOC109399934
OG0003049	ADIR007086	LOC109423260, LOC134288680
OG0003050	ADIR000555	LOC109424672
OG0003051	ADIR008874	LOC109411069
OG0003052	ADIR005730	LOC109406508, LOC109418772
OG0003053	ADIR008417	LOC109406950, LOC109405955
OG0003054	ADIR010355	LOC109430725
OG0003055	ADIR007033	LOC109398320
OG0003056	ADIR000991	LOC109428417
OG0003057	ADIR003644	LOC109426373, LOC115257248
OG0003058	ADIR000825	LOC109432620
OG0003059	ADIR004850	LOC109407201, LOC109405873
OG0003060	ADIR001393	LOC109428578, LOC109416909
OG0003061	ADIR000101	LOC109415956, LOC134291351
OG0003062	ADIR006735	LOC109400411, LOC134287232
OG0003063	ADIR000015	LOC115257588, LOC109433192
OG0003064	ADIR002267, ADIR002265	LOC109433178
OG0003065	ADIR005841	LOC109429328
OG0003066	ADIR010231	LOC115262649, LOC109418341
OG0003067	ADIR002055	LOC109432295, LOC115267804
OG0003068	ADIR010507	LOC134285370
OG0003069	ADIR001320, ADIR005545	LOC109417225
OG0003070	ADIR009103	LOC134284042, LOC109418642
OG0003071	ADIR005628	LOC109423070, LOC109432374
OG0003072	ADIR004708	LOC115260687, LOC109432375
OG0003073	ADIR004149	LOC109399426
OG0003074	ADIR005010	LOC115254061
OG0003075	ADIR001714	LOC115253686
OG0003076	ADIR000287, ADIR016089	LOC109402903
OG0003077	ADIR000285	LOC115264688, LOC109402894
OG0003078	ADIR003807	LOC109418001, LOC109406026
OG0003079	ADIR011005	LOC109417719
OG0003080	ADIR008136	LOC115255798
OG0003081	ADIR006732	LOC109400408
OG0003082	ADIR003939	LOC109412190
OG0003083	ADIR010511	LOC109417111
OG0003084	ADIR004546	LOC109431839, LOC134290020
OG0003086	ADIR002906	LOC109411495
OG0003087	ADIR007992	LOC109423676
OG0003088	ADIR004586	LOC115253444
OG0003089	ADIR008901	LOC109411499
