Orthogroup	AdirusWRAIR2	LlongipalpisASM
OG0000625	ADIR015792, ADIR015794	LOC129797405
OG0000626	ADIR002370	LOC129787438
OG0000627	ADIR005607, ADIR005612	LOC129796028
OG0000629	ADIR000859	LOC129789450, LOC129796880, LOC129791990
OG0000631	ADIR011098	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	ADIR002589	LOC129790746
OG0000633	ADIR001162, ADIR008662	LOC129789117
OG0000634	ADIR001434, ADIR005413	LOC129789630, LOC129790889, LOC129794049
OG0000635	ADIR010027, ADIR010026, ADIR005808	LOC129793876
OG0000636	ADIR004263	LOC129792190
OG0000637	ADIR010754, ADIR010756	LOC129794946
OG0000639	ADIR007163	LOC129792772
OG0000640	ADIR007483	LOC129788673
OG0000641	ADIR006280	LOC129787296, LOC129787356, LOC129787297
OG0000643	ADIR010103	LOC129796821, LOC129792422, LOC129796228
OG0000644	ADIR000026	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	ADIR008785, ADIR008787	LOC129794232
OG0000647	ADIR007084	LOC129787355
OG0000650	ADIR009272	LOC129789372
OG0000652	ADIR001181, ADIR007213	LOC129786179
OG0000654	ADIR007302	LOC129790933
OG0000656	ADIR006297, ADIR006298	LOC129790214
OG0000657	ADIR011479	LOC129790497, LOC129790495
OG0000658	ADIR008934, ADIR008935	LOC129786084
OG0000661	ADIR001298	LOC129793785, LOC129791227
OG0000662	ADIR002069	LOC129795022
OG0000663	ADIR005873	LOC129791581, LOC129795004
OG0000664	ADIR004975	LOC129788373, LOC129788783
OG0000665	ADIR010523	LOC129797714
OG0000666	ADIR001094, ADIR001091, ADIR001092	LOC129789920
OG0000668	ADIR011665	LOC129789518
OG0000671	ADIR005757, ADIR001820	LOC129796439
OG0000672	ADIR011370, ADIR011369	LOC129797850
OG0000673	ADIR009373, ADIR009374, ADIR009378	LOC129790089
OG0000674	ADIR000180, ADIR000181, ADIR000182	LOC129794686
OG0000675	ADIR004357	LOC129792563
OG0000675	ADIR004359	LOC129792639
OG0000676	ADIR015831	LOC129792412, LOC129792447, LOC129786950
OG0000677	ADIR004053, ADIR004057	LOC129792367
OG0000678	ADIR008664, ADIR008663	LOC129793735, LOC129793408
OG0000679	ADIR008098, ADIR008707	LOC129791603
OG0000680	ADIR001464, ADIR001462	LOC129785935
OG0000681	ADIR003575, ADIR003576, ADIR003569	LOC129792486
OG0000682	ADIR010576, ADIR001375	LOC129797098
OG0000683	ADIR011193, ADIR004792	LOC129788436
OG0000684	ADIR008684, ADIR001359	LOC129790629
OG0000694	ADIR015663	LOC129794508
OG0000698	ADIR010606	LOC129787630, LOC129796776
OG0000701	ADIR009737, ADIR000544	LOC129796793
OG0000704	ADIR005443	LOC129797389
OG0000705	ADIR003853, ADIR014326	LOC129796588
OG0000706	ADIR008446	LOC129797846
OG0000707	ADIR007676, ADIR007679	LOC129792435
OG0000708	ADIR000862, ADIR000861	LOC129787482
OG0000709	ADIR003944	LOC129789636
OG0000710	ADIR001331	LOC129791310
OG0000713	ADIR003761	LOC129792499
OG0000714	ADIR010237	LOC129792793
OG0000715	ADIR002785, ADIR005811	LOC129796879
OG0000716	ADIR002517, ADIR015809	LOC129787130
OG0000717	ADIR004994	LOC129786764
OG0000718	ADIR009108, ADIR009109, ADIR009106	LOC129796921
OG0000720	ADIR005353	LOC129796031
OG0000721	ADIR015873, ADIR000118	LOC129788149
OG0000722	ADIR010217, ADIR010216	LOC129786896
OG0000723	ADIR008414, ADIR010092	LOC129794187
OG0000725	ADIR007428	LOC129791110
OG0000726	ADIR005496, ADIR005497	LOC129788835
OG0000727	ADIR000192, ADIR000191	LOC129796652
OG0000728	ADIR007813, ADIR009268	LOC129794810
OG0000729	ADIR011499, ADIR001420	LOC129791068
OG0000730	ADIR000405	LOC129796264
OG0000731	ADIR003750	LOC129789026
OG0000732	ADIR016014, ADIR016015	LOC129797450
OG0000733	ADIR007422	LOC129785863, LOC129785872
OG0000734	ADIR001121, ADIR009318	LOC129789331
OG0000735	ADIR004318, ADIR004573	LOC129794676
OG0000736	ADIR007028, ADIR007030, ADIR007029	LOC129793708
OG0000737	ADIR000955	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000738	ADIR004104, ADIR004106	LOC129793763
OG0000739	ADIR003753	LOC129792495
OG0000739	ADIR003755, ADIR003754	LOC129793879
OG0000740	ADIR008992	LOC129787177
OG0000740	ADIR008993	LOC129790677
OG0000741	ADIR009181, ADIR009178, ADIR009180	LOC129797548
OG0000743	ADIR010773	LOC129794837
OG0000745	ADIR002922	LOC129786239
OG0000746	ADIR008974	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	ADIR002716	LOC129785899
OG0000748	ADIR010525, ADIR010524	LOC129796516
OG0000749	ADIR001353, ADIR007200	LOC129790710
OG0000751	ADIR001188, ADIR001384	LOC129792694
OG0000752	ADIR007588, ADIR001235	LOC129790897
OG0000754	ADIR008000	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000760	ADIR002003	LOC129787524, LOC129786893
OG0000761	ADIR004099, ADIR004098	LOC129788153
OG0000762	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912	LOC129796373
OG0000763	ADIR007037	LOC129792352
OG0000764	ADIR006059	LOC129790190
OG0000764	ADIR006058	LOC129790181
OG0000765	ADIR005137, ADIR005133	LOC129789275
OG0000766	ADIR014475, ADIR005643, ADIR005641	LOC129786356
OG0000767	ADIR002092, ADIR002095	LOC129795536
OG0000769	ADIR010785, ADIR010786	LOC129794848
OG0000770	ADIR001063, ADIR001062	LOC129786315
OG0000771	ADIR001419, ADIR001418	LOC129790610
OG0000772	ADIR007672, ADIR007673	LOC129792370
OG0000773	ADIR004802, ADIR004801	LOC129792988
OG0000774	ADIR002089, ADIR002087	LOC129795444
OG0000775	ADIR004192, ADIR004194	LOC129792524, LOC129792514
OG0000776	ADIR002136, ADIR002137	LOC129789709, LOC129795694
OG0000777	ADIR008628, ADIR008631, ADIR008629	LOC129796454
OG0000778	ADIR006485	LOC129797210
OG0000779	ADIR004267, ADIR004268, ADIR004269	LOC129793955
OG0000784	ADIR009843, ADIR005285	LOC129792327
OG0000786	ADIR005558	LOC129787035
OG0000799	ADIR009139	LOC129793175
OG0000800	ADIR006579, ADIR006580	LOC129795872
OG0000802	ADIR000764	LOC129791127
OG0000805	ADIR007101	LOC129793176, LOC129793153
OG0000808	ADIR010933, ADIR010932	LOC129790680
OG0000809	ADIR016096	LOC129791710
OG0000810	ADIR001431	LOC129788735
OG0000811	ADIR004618	LOC129788764
OG0000813	ADIR000634, ADIR000633	LOC129791403
OG0000814	ADIR009761	LOC129787257
OG0000815	ADIR005227	LOC129797564
OG0000816	ADIR005442	LOC129797354
OG0000817	ADIR000841	LOC129787592
OG0000818	ADIR005676	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174
OG0000821	ADIR001683, ADIR001351	LOC129790272
OG0000823	ADIR001927	LOC129794529
OG0000825	ADIR010416, ADIR010413	LOC129791777
OG0000827	ADIR002292	LOC129794122
OG0000828	ADIR000838	LOC129788185, LOC129788181
OG0000829	ADIR011677	LOC129789057
OG0000830	ADIR010358	LOC129790240
OG0000831	ADIR009274, ADIR009275	LOC129791176, LOC129791175
OG0000832	ADIR006400, ADIR006401	LOC129794224
OG0000834	ADIR009694	LOC129791780
OG0000835	ADIR015832, ADIR015833	LOC129792918
OG0000836	ADIR006190	LOC129790211
OG0000837	ADIR008614	LOC129794116
OG0000837	ADIR008615	LOC129787331, LOC129792069
OG0000838	ADIR001536	LOC129789521
OG0000840	ADIR000464	LOC129789194, LOC129791076
OG0000841	ADIR005969	LOC129794927, LOC129790946
OG0000843	ADIR008436	LOC129786227
OG0000845	ADIR008812, ADIR014752	LOC129792536
OG0000846	ADIR006677	LOC129787444
OG0000847	ADIR000816	LOC129791272
OG0000849	ADIR010544	LOC129795434, LOC129788080, LOC129790226, LOC129791276
OG0000850	ADIR009876, ADIR011650, ADIR009781, ADIR009782, ADIR009779	LOC129791444
OG0000852	ADIR010778	LOC129788599
OG0000854	ADIR003593, ADIR003592	LOC129793009
OG0000855	ADIR001421	LOC129789897
OG0000856	ADIR007310	LOC129790813, LOC129792104, LOC129786181
OG0000857	ADIR006940, ADIR005462	LOC129785877
OG0000858	ADIR003272, ADIR003271	LOC129785850
OG0000859	ADIR005731	LOC129788037
OG0000860	ADIR001450	LOC129786266
OG0000863	ADIR007225	LOC129793328
OG0000864	ADIR011041, ADIR011040	LOC129793138
OG0000865	ADIR001249, ADIR004962	LOC129790135
OG0000866	ADIR007832, ADIR007833, ADIR007831	LOC129792732
OG0000867	ADIR010148, ADIR010147	LOC129786070
OG0000868	ADIR008592, ADIR008589	LOC129792166
OG0000870	ADIR003994	LOC129787090
OG0000872	ADIR001374, ADIR007136	LOC129797115
OG0000873	ADIR003777	LOC129792698
OG0000874	ADIR000667, ADIR000666	LOC129790074
OG0000875	ADIR001440	LOC129788011
OG0000876	ADIR008398	LOC129797362, LOC129797390
OG0000877	ADIR002909	LOC129788029
OG0000878	ADIR001592	LOC129793385
OG0000879	ADIR011249	LOC129786508, LOC129786528, LOC129786530
OG0000881	ADIR004537, ADIR004539	LOC129797026
OG0000882	ADIR001720, ADIR001718	LOC129795525
OG0000883	ADIR007904	LOC129791918
OG0000884	ADIR005703, ADIR005700	LOC129796295
OG0000885	ADIR004569, ADIR004570	LOC129787789
OG0000886	ADIR007346, ADIR007342	LOC129793963
OG0000887	ADIR008198, ADIR009856	LOC129789293
OG0000888	ADIR009726, ADIR009724, ADIR009723	LOC129790593
OG0000889	ADIR007599, ADIR007602, ADIR007600	LOC129793644
OG0000890	ADIR006657, ADIR006660	LOC129786434
OG0000893	ADIR002643	LOC129788074, LOC129786042
OG0000894	ADIR008534, ADIR008537	LOC129790516, LOC129789882
OG0000895	ADIR014136, ADIR001441	LOC129797858
OG0000896	ADIR000581	LOC129788923, LOC129790573
OG0000900	ADIR001006	LOC129791238
OG0000901	ADIR000126	LOC129795564
OG0000902	ADIR000784, ADIR008391	LOC129789494
OG0000904	ADIR015787, ADIR002454	LOC129788200, LOC129786071
OG0000906	ADIR003641, ADIR003640	LOC129792596
OG0000907	ADIR010374	LOC129790351
OG0000908	ADIR005885, ADIR002967	LOC129790100
OG0000909	ADIR008465, ADIR008464, ADIR008466	LOC129796560
OG0000910	ADIR003521, ADIR003520	LOC129795282
OG0000911	ADIR001012	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050
OG0000926	ADIR014973, ADIR016200, ADIR004243	LOC129787193
OG0000929	ADIR010990, ADIR014948, ADIR010991	LOC129794044
OG0000940	ADIR011030	LOC129790864
OG0000941	ADIR002843, ADIR002842	LOC129796100
OG0000944	ADIR002711	LOC129786944
OG0000944	ADIR002707	LOC129786945
OG0000945	ADIR000867	LOC129791341
OG0000946	ADIR011067, ADIR011068	LOC129788541
OG0000947	ADIR005680	LOC129795083
OG0000948	ADIR000744	LOC129793500
OG0000951	ADIR007510	LOC129793103
OG0000954	ADIR001308, ADIR001307	LOC129790521
OG0000955	ADIR010464	LOC129788857
OG0000956	ADIR014508, ADIR007056	LOC129791637
OG0000958	ADIR004809, ADIR003923, ADIR004810	LOC129789081
OG0000959	ADIR005324, ADIR005326	LOC129788197
OG0000960	ADIR008258, ADIR008256, ADIR010734	LOC129787101
OG0000961	ADIR007697	LOC129789061, LOC129789060, LOC129791743
OG0000962	ADIR008280	LOC129788175
OG0000963	ADIR002688, ADIR002686	LOC129791715
OG0000964	ADIR000239	LOC129789690
OG0000965	ADIR008783	LOC129793540
OG0000967	ADIR015702	LOC129787131
OG0000968	ADIR001057	LOC129786430
OG0000969	ADIR009225	LOC129792145
OG0000972	ADIR006278	LOC129791340
OG0000973	ADIR006725, ADIR006726	LOC129788414
OG0000974	ADIR006144	LOC129790235
OG0000975	ADIR007520	LOC129794101
OG0000976	ADIR007778, ADIR007776	LOC129794233
OG0000977	ADIR010731	LOC129795519
OG0000978	ADIR008533, ADIR008532	LOC129791015
OG0000979	ADIR011494	LOC129790816
OG0000980	ADIR001163	LOC129788975
OG0000982	ADIR000845, ADIR000844	LOC129797134
OG0000984	ADIR007396, ADIR007394	LOC129792919
OG0000986	ADIR005647	LOC129793529
OG0000987	ADIR006032	LOC129789906
OG0000988	ADIR005981	LOC129789053
OG0000989	ADIR005738	LOC129794910
OG0000990	ADIR006013	LOC129790037
OG0000991	ADIR000231	LOC129792113
OG0000993	ADIR009921, ADIR009922	LOC129793738
OG0000994	ADIR007809	LOC129794241
OG0000995	ADIR000369	LOC129787625
OG0000996	ADIR005123	LOC129796131
OG0000997	ADIR003631, ADIR003633	LOC129792516
OG0000998	ADIR005445	LOC129787963
OG0000999	ADIR001743, ADIR001742	LOC129787879, LOC129797687, LOC129797198
OG0001000	ADIR002180	LOC129794479, LOC129795878, LOC129794521, LOC129795305
OG0001001	ADIR006808, ADIR006820	LOC129789861, LOC129793688
OG0001002	ADIR005976	LOC129791439
OG0001003	ADIR014477	LOC129792614
OG0001004	ADIR008236	LOC129789094, LOC129792668
OG0001005	ADIR000854, ADIR001632	LOC129790275
OG0001006	ADIR000927	LOC129790929
OG0001008	ADIR001703	LOC129795176
OG0001009	ADIR000803	LOC129786970, LOC129786956, LOC129791459
OG0001010	ADIR004598	LOC129792704, LOC129795695, LOC129788700, LOC129791406
OG0001011	ADIR006614, ADIR006612	LOC129788760, LOC129790740
OG0001013	ADIR004335	LOC129791329, LOC129791681, LOC129791698
OG0001014	ADIR004702	LOC129791201
OG0001016	ADIR008409	LOC129797780, LOC129797778
OG0001018	ADIR001455, ADIR001457	LOC129788551, LOC129788546
OG0001020	ADIR000801, ADIR007840	LOC129786180
OG0001022	ADIR003465	LOC129786089
OG0001024	ADIR006784	LOC129788527
OG0001026	ADIR000853, ADIR010760	LOC129794084
OG0001027	ADIR001858, ADIR001857	LOC129795138
OG0001028	ADIR006619	LOC129795454
OG0001029	ADIR000848	LOC129788741
OG0001032	ADIR014167	LOC129797772
OG0001034	ADIR002817	LOC129795761, LOC129787325
OG0001036	ADIR006092	LOC129791200
OG0001037	ADIR011043	LOC129792572
OG0001038	ADIR002831, ADIR002830	LOC129786672
OG0001039	ADIR015683	LOC129787219
OG0001040	ADIR000588	LOC129790565, LOC129797394, LOC129790576
OG0001042	ADIR009987	LOC129796040, LOC129796033, LOC129796013, LOC129796003
OG0001043	ADIR015783, ADIR015785	LOC129796562
OG0001044	ADIR008101	LOC129791588, LOC129791587
OG0001045	ADIR001033	LOC129790522
OG0001047	ADIR010119	LOC129786341, LOC129786344, LOC129794036, LOC129786345
OG0001048	ADIR002284	LOC129797230, LOC129797229
OG0001049	ADIR011557, ADIR011559, ADIR011555	LOC129796382
OG0001050	ADIR003667	LOC129794622, LOC129790880
OG0001055	ADIR001133	LOC129790165
OG0001056	ADIR001338, ADIR010392, ADIR002434	LOC129790417
OG0001057	ADIR003270	LOC129785857
OG0001058	ADIR008480	LOC129786362
OG0001059	ADIR003144	LOC129797218
OG0001060	ADIR003285	LOC129797828
OG0001061	ADIR006769, ADIR006771	LOC129790603
OG0001062	ADIR011069	LOC129788539
OG0001063	ADIR001952, ADIR001951, ADIR008490	LOC129788634
OG0001064	ADIR007468	LOC129791853
OG0001065	ADIR001053, ADIR001052	LOC129787932
OG0001066	ADIR003486, ADIR003489	LOC129789269
OG0001067	ADIR015687	LOC129789781
OG0001068	ADIR006582, ADIR006585	LOC129787046
OG0001069	ADIR005552, ADIR005553	LOC129787026
OG0001070	ADIR005160	LOC129793530
OG0001071	ADIR000099	LOC129795388
OG0001072	ADIR010879, ADIR010878	LOC129791290
OG0001073	ADIR000793, ADIR000792	LOC129790121
OG0001074	ADIR003601	LOC129788670
OG0001075	ADIR010243, ADIR010244	LOC129797022
OG0001076	ADIR003010, ADIR003009, ADIR003011	LOC129785981
OG0001077	ADIR000549, ADIR000548	LOC129793752
OG0001078	ADIR008525, ADIR011504	LOC129788875
OG0001079	ADIR001601	LOC129793664
OG0001079	ADIR001598	LOC129793657
OG0001080	ADIR001755, ADIR001756	LOC129791356
OG0001081	ADIR016110	LOC129791844
OG0001082	ADIR001136	LOC129791458
OG0001083	ADIR000316, ADIR000313, ADIR000314	LOC129795765
OG0001084	ADIR000465, ADIR000462	LOC129794593
OG0001085	ADIR009755	LOC129796635
OG0001086	ADIR007956, ADIR007958	LOC129792225
OG0001087	ADIR011239	LOC129794078
OG0001088	ADIR015811, ADIR015812	LOC129787136
OG0001090	ADIR016112	LOC129786306
OG0001091	ADIR011601, ADIR011603, ADIR011600	LOC129794575
OG0001092	ADIR000886	LOC129788411, LOC129788409
OG0001094	ADIR003517	LOC129790523, LOC129790524
OG0001095	ADIR011362, ADIR011363	LOC129794186
OG0001096	ADIR001194	LOC129790467, LOC129789266
OG0001097	ADIR000620, ADIR000619	LOC129791217
OG0001098	ADIR011117	LOC129791313
OG0001101	ADIR006978	LOC129793636
OG0001102	ADIR007415	LOC129791849
OG0001103	ADIR001516	LOC129794982
OG0001104	ADIR003543, ADIR003544	LOC129785976
OG0001105	ADIR003122, ADIR003125	LOC129797284
OG0001106	ADIR008243, ADIR008242	LOC129791987
OG0001107	ADIR010275, ADIR010276	LOC129797543
OG0001109	ADIR011046, ADIR011047	LOC129788390
OG0001110	ADIR011524, ADIR011523	LOC129791799
OG0001111	ADIR008652, ADIR008653	LOC129792625
OG0001112	ADIR000342	LOC129794923
OG0001113	ADIR003815, ADIR003816	LOC129793132
OG0001115	ADIR008453, ADIR008454, ADIR008455, ADIR008452	LOC129787244, LOC129787243
OG0001123	ADIR004214	LOC129787595
OG0001138	ADIR015796	LOC129793026
OG0001142	ADIR000264	LOC129797673, LOC129797675
OG0001144	ADIR011534	LOC129790186
OG0001145	ADIR001204	LOC129790848
OG0001147	ADIR006905	LOC129792090
OG0001148	ADIR002497	LOC129791114
OG0001149	ADIR002811	LOC129796816
OG0001149	ADIR002813	LOC129797593
OG0001150	ADIR002149, ADIR002152	LOC129794585
OG0001151	ADIR015610	LOC129790954
OG0001152	ADIR005906	LOC129790528
OG0001153	ADIR001812	LOC129795593
OG0001154	ADIR000110	LOC129795336
OG0001155	ADIR001810	LOC129795834
OG0001158	ADIR002749, ADIR002748, ADIR002747	LOC129797717
OG0001159	ADIR008577, ADIR008574	LOC129793087
OG0001160	ADIR004649, ADIR004648	LOC129789294
OG0001162	ADIR006106	LOC129789452
OG0001163	ADIR000745	LOC129793609
OG0001166	ADIR000707	LOC129791338
OG0001167	ADIR005033	LOC129790044
OG0001168	ADIR000318	LOC129797215
OG0001170	ADIR006896	LOC129791829
OG0001171	ADIR003508, ADIR003509	LOC129794785
OG0001172	ADIR007432	LOC129787585
OG0001173	ADIR004781, ADIR011680	LOC129797583
OG0001174	ADIR005525, ADIR005524	LOC129786251
OG0001175	ADIR005518, ADIR005520	LOC129787315
OG0001176	ADIR010247	LOC129797364
OG0001178	ADIR001310	LOC129790517
OG0001179	ADIR004919	LOC129791030
OG0001180	ADIR005893, ADIR005894	LOC129788976
OG0001181	ADIR006433, ADIR006427	LOC129786120
OG0001182	ADIR010320, ADIR010319	LOC129787593
OG0001183	ADIR002659, ADIR002660, ADIR002661	LOC129786482
OG0001184	ADIR002272	LOC129795045
OG0001185	ADIR002871, ADIR002875	LOC129788331
OG0001186	ADIR003355, ADIR003357	LOC129790558
OG0001188	ADIR008274	LOC129786823
OG0001189	ADIR010372	LOC129787741
OG0001190	ADIR001917, ADIR001916	LOC129794660
OG0001191	ADIR002062	LOC129796042
OG0001192	ADIR004747	LOC129795136, LOC129795137
OG0001194	ADIR009502	LOC129797076, LOC129786937
OG0001195	ADIR002238, ADIR002237	LOC129796300
OG0001196	ADIR000104, ADIR000103	LOC129796450
OG0001197	ADIR000509, ADIR014042	LOC129796231
OG0001198	ADIR015795	LOC129796825
OG0001199	ADIR004124, ADIR004125	LOC129787441
OG0001200	ADIR009696	LOC129794951
OG0001201	ADIR010998	LOC129793638
OG0001202	ADIR006605	LOC129790675
OG0001204	ADIR006600, ADIR006601	LOC129788920
OG0001205	ADIR005943, ADIR002650	LOC129788476
OG0001206	ADIR008419, ADIR008421	LOC129793483
OG0001207	ADIR006729	LOC129789730
OG0001208	ADIR005244	LOC129792511, LOC129790343
OG0001209	ADIR006489, ADIR006490, ADIR006491	LOC129787116
OG0001210	ADIR010856, ADIR010857	LOC129789059
OG0001211	ADIR000362	LOC129794278, LOC129789216, LOC129796320
OG0001212	ADIR007240	LOC129786776
OG0001215	ADIR011161	LOC129794117
OG0001218	ADIR009094	LOC129787982
OG0001219	ADIR003648, ADIR003646, ADIR003650	LOC129792661
OG0001220	ADIR007441, ADIR007442	LOC129792760
OG0001221	ADIR009191	LOC129795596
OG0001222	ADIR000761	LOC129792565
OG0001223	ADIR009783	LOC129789118
OG0001224	ADIR011191, ADIR011190	LOC129789722, LOC129788434
OG0001225	ADIR001304, ADIR001305	LOC129791107
OG0001226	ADIR005203, ADIR005204	LOC129789466
OG0001227	ADIR003525, ADIR003526	LOC129786360
OG0001229	ADIR007543, ADIR007542	LOC129793019
OG0001230	ADIR005993	LOC129790742
OG0001231	ADIR005270	LOC129786580
OG0001232	ADIR010389	LOC129787800, LOC129797716, LOC129788785, LOC129788854
OG0001234	ADIR002742	LOC129797505
OG0001235	ADIR014492, ADIR005830	LOC129797456
OG0001236	ADIR005345, ADIR005344	LOC129790098
OG0001237	ADIR006202, ADIR005912	LOC129788970
OG0001239	ADIR000930	LOC129790877
OG0001241	ADIR000616	LOC129789826
OG0001244	ADIR000431, ADIR000432	LOC129794671
OG0001245	ADIR009021, ADIR001530	LOC129790968
OG0001246	ADIR001004	LOC129792984
OG0001247	ADIR002558	LOC129794715, LOC129794718, LOC129791053
OG0001248	ADIR005795, ADIR005794	LOC129791559
OG0001249	ADIR002698	LOC129796838
OG0001251	ADIR004493, ADIR009708	LOC129793082
OG0001252	ADIR015902	LOC129789405, LOC129786917
OG0001253	ADIR001985	LOC129792804
OG0001254	ADIR005793	LOC129789034
OG0001255	ADIR005120	LOC129790304
OG0001257	ADIR006367, ADIR006368	LOC129791044
OG0001258	ADIR004676	LOC129794691, LOC129795222
OG0001259	ADIR006801	LOC129791214
OG0001260	ADIR011472, ADIR011473	LOC129789595
OG0001262	ADIR004654, ADIR004656	LOC129791832
OG0001263	ADIR008279	LOC129790926
OG0001264	ADIR000387	LOC129795841, LOC129795859
